client_id	path	sentence	up_votes	down_votes	age	gender	accent
072c985cd1cd0f5efd790b1f86650b726c93c7f4b7d5dd6fb641cfa5548ab4b7a05b9871fb0933c0a211e3c933636b9dae422fb1e2deb1a3dcc42f902e410f7a	58390e430d3edc57ddfdc4fe14d79b9310ecb707bc9bafaf207ecfd247548ec7f0b9fbf8c00c79b0131dda7d4f4b5308f849e76c4ef80f8b244006bbd37edacb	Atık yönetimi bir ülkenin yaşam tarzını yansıtır.	2	1			
09a2d0c340126f794aed75f67af3f3841b41314eaa1fbcce056b6dce204c802727847be2f128243c96cb0284cb31b1aee76c3d2402ef0ce0b2e70939daab868e	9087683f5e16afc51ca2e87d7d033473fb0b40011a68782d739590add6a226a200a6e6a6ef3215ab73cd70e2b1bedd8d3ca715795a56d4367f04fb0621aa7fb2	Broz, büyükbabasının başarılarını gururla anıyor.	2	0			
1fe3fdf570c6692aa269943f8046336f80310f0709992fc219e60a93991fe0031081077eaf79e4eb1fb8a7af0ca12ad05c7ec4f796813f1fe7f3db9e3afc5b82	190dd911942e088b9aa87545fbe136e0982de63546236c0e67c13270fbd271dff7db081d6a2884484c2d744ae4a44c9db89172a01d7f6ff2069cdc968434e81c	Bir sonraki ay bir anayasa kabul edildi.	2	0			
36f0373dcd40924a3caddb14c085f9422ebf95326a045f3fc96e99a8b8506e856e6724f72f9022949c909dd25949ccce18b943859476c53cbba5fc2bbf307e8d	68fbb5afa2c8cf8b155e541fdca005293afe1bff3374934449738bd4c9ec257d21ca739e4a1f4af6eeccb9b1b211b11be4a5d1505eb449d233b33a9f3ec8e24f	Kasedin etkisi büyük oldu.	2	0			
42fb4fa70151375e54d6fc59c3267aaf67d1a8e0885fd326a0e3bf8cbaa877c90b239a2d62ca9bf030deea2a845e676931dea538047935235d18a385e4ec5f2c	9a74f3d619c2e9a49df0922b7404b00f59b8d569f95184a760ac5a43da2a1067b53e90dcab9af8aa79da6b57aa0604aaba93d5798024e5793b2d58f6be94b620	Bunun değişmesini beklemiyorum.	2	1	teens	male	other
47056b091ea524df7a3cd72be381eb847aea959cf258530054f782d735b6c21022d083d587b9593ecc223487d5c7fa4eb649bebdef624e21338d650f8adedf77	af543415c151da893f524fa659695ed59137735ae0bf23dc3fe2ca744b851267751e9e30269bc7c39c2fee32ba8af2227e3c67875b92ddea98cacb7927d9f4c8	Bağış önerileri açık rekabetle seçiliyor.	2	0			
49d65d9f53773703a6207498cb07ed000e2c52a53259c40875908723c8ba80a0aaad80070798e0092edea0766fb3385dffd1314a09efa2e2ebe626b011fa977e	ca75942608cbb9e12483ec1d1d719895b14ef9b225d22102c83f09cb263a33d3d0ae600908aee8f73302e5d83a3cedfdade0f802d856c241eded23b4751b38c8	Her yaştan takasçı geliyor.	2	0			
4d67d79d23004c5029c380fa3ba09d5b52c55e1b3251a9f03196b24ef5eeaa8fe05671860e00e6a3a7c32dd5120ccacf91e215035c18a5abb572f4911d8044c6	8c91d870abb2c754bbcb6c7c85c3603f31a1cfa744d603a5306aeba420a93ab79946a5ca79cd488eb60c7f200a0f13de8ab9bdaa68331bcef76d16a716ee152c	Projeler altı bilimsel alanı kapsıyorlar.	2	1			
7bfdacf4173e615dade25dd2b75b00b0c06512b2f34ddae339a93955f7baafd751b51fbdec69566daecf8d3fbd50a5c162d3baea4c8fb7ddf589010048285375	3e0091b8e663a358871d6c71cf6c3954b14b85797b80b3990eee9ddead79c3a9723c1ddb8de6f5add2068cf76bab74e41bf4aca20ec1087df947255ba0021018	"Etkinlik yirmi iki Mayıs'a kadar açık kalacak."	2	0			
88e9a257987a381a8f2ee4c8a4f8df320f4e0df896a3dce172c027a616c9afb00fe6757208eb6c9a2b7541b4cebf5a28fe20f40fea6a0c26a11c6515e8b99f41	0c0d0a442e4604add75d5efc3ec70514177b9057b91d2f1b2de698870c073fb875cd90804cd602f253206f9e2aa03e5a0d72498adaebea8980ee712d84134f48	Hükümetin değişmesi halinde müzakereler ve katılım süreci ne yönde etkilenir?	2	1			
8aebfd0d8f65c223d5a344ae3d7ae5be2963ae16700573e852d1912041227813e1be3eecff16707503a39a5df3f96ec72b21c1995385841e91ac2fd0b17c4fb3	855ba0bf790ba5ae62bbbd9863eff31407b84112cc68205069aa1a3ba4015190b0f10dfc13170d3c966c045898e57ae37055c0fc4b4ade29c45b84b78822b295	Biz realiteyi dikkate alıyoruz.	2	0			
906b7077b0b880d9afcbcdc5f63ef36142021efd78a0b7f6992df9c15c0461866ba01ce03d4062d259b8568fbaa12b1478f29de92d0398044f8aa91f4570ef77	196cd706357f69a48bcd861c7fdc8c921fe63e9eb5895ba952e04b305427a34b003c7a487a1142bb84fdb39ee043dad0bf6e7195bb5e5ccf6f859ddb828618ea	"Anlaşma bir Ocak'ta yürürlüğe girecek."	2	1	twenties	male	
f0da3697b5deac0b9fd7817aabd0d1364621081f4a0a455484ec44c9f1ce4362c65e3494e6bacfd744eab9f12158eab8b584559bf99f16d62d146ef9bee66b02	81666c528f73600f88996ba402d8795e14bc516df496674c3e5e70ff8b36580d5aa5e447ea44cd8c651aa93debed3fca6868b160936180cec65002310a309358	Dört yıl sonra dava gün ışığına çıktı.	2	0	teens	male	
fb86f5281cb17407b5a159f27aed613b0cef34851a6046ad8cc96437127e6a596b7ba0b2e99cf4a54575364f2d6516bb4254fdefd61b30f5e4b7942dfb3e4f9d	719b2b58aa93232cc18064f3ebba9b0a771a83a3d50c7bcb978842b19b1b1f407a1607408d10c228bace61b89c5263d5548b3092d89e47d94a87c9f90db97d38	Yaşanan gelişmeler pek çok kimseyi şaşırtıyor.	2	1			
047fe72ed897cfa03074930ef563cded18973aa4918b63200ac9b829191a76e3c02dcd4fd21c0c6d67cd64256bef1a06069c8b11e1ec7bee40ffea3a9cba4bd0	f5ffc7bc464f559f7b8a58027a2df25f3716e2c0b690b82484ea793f8c3959c082c9a7d9fabc05975433eab5e7fee354588c13b09c38b776a135bb5e30323368	Bölgede yenilenen işbirliği çözüme katkıda bulunaabilir mi?	2	0			
047fe72ed897cfa03074930ef563cded18973aa4918b63200ac9b829191a76e3c02dcd4fd21c0c6d67cd64256bef1a06069c8b11e1ec7bee40ffea3a9cba4bd0	32a82122aaf291060382de1b3305bbac62898681f24d6d3bf6dd054138af0fe3400b11ec8b87c8dc09b16623e9b42bdad06963eead6bf1a75a5738be54726a89	Kuruluşun geleceği ile ilgili öngörüleriniz neler?	2	0			
0cd4eaf37f1bf5fcf33851090706541c9e699c09530caaa00366aba928181bf29f93de73470b9c05deebcad1b3c30f64c8767d0a37a1007ce3aa2c7b20cdd967	c56c78a2b24af53c2c821a8a426e2519946055929d356fa43fdbfdaf9351aae5ef11ef00e9543556e4a550321813ee5a9be958d434b59aa8a272a1924b193201	Bir köpeğin kariyeri beş yıla kadar sürebiliyor.	2	0			
0cd4eaf37f1bf5fcf33851090706541c9e699c09530caaa00366aba928181bf29f93de73470b9c05deebcad1b3c30f64c8767d0a37a1007ce3aa2c7b20cdd967	8df5ad561a943ee127fcf2f6235eddd382af7199aaefb50382940db2506e17b53edf5824cc8635e8e0b3748fc4ac48a0165a69a9127591ee66769cde288a01dc	Sizlere yatırım yapıyoruz.	2	1			
13a53a32b168591edfb018106bc69ec55a9d56dfedd406a25565c5a862a4c02c74951a93c8b53c435c5888ddbde135f9aa2e269e069ae10bd5067ff4363d4891	9de6d566636c4541cdb0bf6f56066969ce17c8890b8a64d77d9aa114f5761d5663d150d97d86c113132cb53c5b5970b09a79c0646175f3abdea72bbdee9668aa	Portekiz Salı günü bunu yapan kırk sekizinci ülke oldu.	2	0			
13a53a32b168591edfb018106bc69ec55a9d56dfedd406a25565c5a862a4c02c74951a93c8b53c435c5888ddbde135f9aa2e269e069ae10bd5067ff4363d4891	1af08d7b7d96ba0675aae3a6a5684cdbe191fda6dd106f63c15662e9e4fd93e628ba9d42b4a687122e8a4af4865a21bfbc373c701dc715bdd6492536bbc4e209	Priştineli bir esnaf dükkan açmaya hazırlanıyor.	2	0			
2103210e0394ac51bdafa2a540e40ede797afd07c45c80aabe5889588f970c0884c6ef428dabfb8199e03da8ecf3c58df01b17753f5a4a18f52e2c80b8388076	07e67abf6604989395d579bebe135c1c8e822c47ef7d60750c52cc0b17dcd47aa238987d64eabac3902d1897d8b151460e93245b123c32c9a38ef0a44224cac9	Kitaptaki kişi ben olabilirdim.	2	1			
2103210e0394ac51bdafa2a540e40ede797afd07c45c80aabe5889588f970c0884c6ef428dabfb8199e03da8ecf3c58df01b17753f5a4a18f52e2c80b8388076	f1ebbb4039a45bac63cabf908ecb71ab320f33d52482c57b0feb7c2cf19190f797408009dec2c4f4eab51a93ce0b0f6791e12330d2aa2184d2cdfe8638a8baeb	Bakanlar Kosova konusunda da konuştular.	2	0			
62a61cc6b7fd717fc197d037ba9caceec373140cc9bc07183a138af361b954359bc16737b294232040ceb6a3b7b5b70b70e124959e6ba8e3d5fbfb6981040b70	e8c6036d9bec6f05b486bad3d67554e138507aef57c46559c7ea029f8cd051c1a4024e85e8efc1d0e50397e08611698ffe885fbdff8fc398282923ab9c87cf1a	Elde edilen bilgiler halkı şok etti.	2	1			
62a61cc6b7fd717fc197d037ba9caceec373140cc9bc07183a138af361b954359bc16737b294232040ceb6a3b7b5b70b70e124959e6ba8e3d5fbfb6981040b70	f42677d27b59904263717a14f75591df825c415629d3790d8fc595070b12397add48ee694b15856f14268eb222c649bca382193ed01fa484922de048515eba96	Proje Mart ayında başlatıldı.	2	0			
67ca27e846c4b68cf3877b3e894e324d251b180b159dc7c6d970e6b21754d9d68ca2c45bf72a52674d0d126478bc22abb7d5c3af4333e3737c9bd0a1c37dce87	0bc85a23188e8742e1dd6995104cf96d9afe8e2040cd69ed4ff10b9cbdfbed6f5a1fcf25681d3de5715ee710e5d83cfea02fd092eae18df6fa0d5ae6700b1927	Kendimi kötü hissediyorum, ama ne yapabilirsiniz ki?	2	0	twenties	male	
67ca27e846c4b68cf3877b3e894e324d251b180b159dc7c6d970e6b21754d9d68ca2c45bf72a52674d0d126478bc22abb7d5c3af4333e3737c9bd0a1c37dce87	f79a0201d54375a923f5a8d3c08c082b0b3391e0d6b30099449b3a0c3ce8ca5bfc3bc480a11985effe18737cd80ac1759d6d26f262afbc56f10ffd39ca313a3e	Sorunu çözer mi? Hayır.	2	0	twenties	male	
67e754993363f0676a3d93e4b776a94c03714c7b8689c5c0c1c2d8e17522167cdb16f1556ce92e85ff66857f65e1a3adb676a049e423aefa41e3635bc7f2ed71	f097b3c38ed8cdf6ca432b673509f38cf51d2748a38aeedf890898dd25f62b3cc22094b9e66420ee122524e114e981d668cca61f0d863807bef78a4a5a8397db	"Mesajı ileten Hasan'ın gözleri yaşla doldu."	2	1			
67e754993363f0676a3d93e4b776a94c03714c7b8689c5c0c1c2d8e17522167cdb16f1556ce92e85ff66857f65e1a3adb676a049e423aefa41e3635bc7f2ed71	c53998576c05c3780067e696c7357e1956c2ec5b900670fc507c9ad70a2e37937e02152007612ab3b51477618af473e6b893c1f0229f375cf23a2c81835a3b3a	SC yetkilileri yanıt vermekte gecikmediler.	2	0			
8f68f397e1b0c4d453a69ef3da386fedc5b637ef2b71938032e2e6a1cfee3e78fbbb1c88271b5a14da4e3889102749ea818adc1550508ec49d9a2acf8935f261	b6fb283a95b2b5014f0b0fecb46ebd1bca773ef65719818814da4f9924c3326ff6ec644d0cf26aab2012079719a8f15797f73de65de3f352bb58a9ee5c72bd9f	Pek çoğu da Roman toplumundan geliyor.	3	0			
8f68f397e1b0c4d453a69ef3da386fedc5b637ef2b71938032e2e6a1cfee3e78fbbb1c88271b5a14da4e3889102749ea818adc1550508ec49d9a2acf8935f261	a64383b640e586e5bbeeae15edd0c02e473e2a9f10b2a875570daeb2df48702f4acbc2eeed2bf17eb01acc57ec0712dcefcf6b4ab4e2f2590cbbbac4a39599c4	Geçiş ülkelerinde yaşananlar ise karışık.	3	1			
957c3b7900a3e1116f161747af953182dc48c00c703fb6c1090bd218cb5c9963ab093251d6851381633fece507f7127a1d5de8baf6b5217197a98563f09ed141	ce089e7a391f31f2683888bfa5e6d7b8278d2b637aec9ae54a6922d5457a0088e38691a7d8c161abb7a5e04aabf2cdd22e206401fae6784ef52a7c7b230bc2c2	Benim için bu kabul edilemez bir durum.	2	0	twenties	male	
957c3b7900a3e1116f161747af953182dc48c00c703fb6c1090bd218cb5c9963ab093251d6851381633fece507f7127a1d5de8baf6b5217197a98563f09ed141	32f9d8fe8405427e4ace3283c4760df2a1ecbd6931d1360f4ef68f5e4f58c27182d2532ece50cb9ad6b97a6fdb39fccedb04529733fa52f8bf6edcbbdeeb1f5a	Aynı zamanda, gazete sayısı da artıyor.	2	0	twenties	male	
9a932447303dbbe7cf2d773219091e376dc8e862c205f4a43392bedce3501dbce49fbcec353e86f6de9e0c0b17f7e7fed5685cdf256fc46704a9b914d4f4a896	0a60c6e01c2e5f7a15a7b21f8f3a6beec3233c4414f6e69e1bad36a8010fd1b382116880c7733ccf1c5572a316c611625ad734368d9314a0036309508e5cb8bc	Ancak bütün haberler de karamsar değil.	2	0		female	
9a932447303dbbe7cf2d773219091e376dc8e862c205f4a43392bedce3501dbce49fbcec353e86f6de9e0c0b17f7e7fed5685cdf256fc46704a9b914d4f4a896	ac2e072e2c65784ec85eae152c206512815aab6e77ba6aa5f8d758b5625279bf6720e4c56cfc55a7380668bdbf94aa46cd9e9f6e363962cd8960499bfbcbaf2a	"Sadece Bükreş'te bin iki yüz polis memuru açığı var."	2	0		female	
b22f157de89d5306eb57ee8faa3174ec1055a07af1d9f07450580952c8cfe8f3d22dc313ecab964f23d8ecc0de10c8184dd7e4631140032094e2adee85c993c2	fda2d7b8563a943dc0dc3c26eeaebe982ad8bb00ef58616aabf12aeeff0f9bedcdfc13fadb8a1647ee4249f5418a9df3bc9b40153ffb10f9be46952e462a9dba	Ancak bu hareketi eleştirenler de var.	2	1			
b22f157de89d5306eb57ee8faa3174ec1055a07af1d9f07450580952c8cfe8f3d22dc313ecab964f23d8ecc0de10c8184dd7e4631140032094e2adee85c993c2	a94863aed55855a746d95df2cd9ce2eb9a8b880a501dd3efe8f15eebfc908060c2568c61f5d8a1df69b154fb594e9fbc5c48b56c2294872df852ffaa4dadad27	Kosteliç efsanesi çok büyük bir efsane.	2	1			
c3d898af3ce2c93ac5520ccbcf53dfcd6429b472e3d1bdae0ceb3f55f26a15e2948a015dcf1c6796e04284244dfb4085c54d2c183af5bef9b8ee66b6476cae59	b980c5f0ed7b64fbe09c31a6ca597733b45e15304adb362b59d00f83864941e4ce7887c0161d53ef9cb748418e229849d5ad11a0acc9f7e039dbb45f451e3b3f	Diğer altı adayın her biri yüzde birin altında oy aldı.	2	1			
c3d898af3ce2c93ac5520ccbcf53dfcd6429b472e3d1bdae0ceb3f55f26a15e2948a015dcf1c6796e04284244dfb4085c54d2c183af5bef9b8ee66b6476cae59	c7e167be2c387f16b7f1b19a99636a3c3e822fc0a788faf1beb0b8e2b6487eebc54ca0d99c8098ab73fc0d389da9e6866ce3ab65a331af04287c489776dc322a	Moskova da olaya karıştı.	2	1			
c47e17a52b62ecb913ffca1cb96fdcebcd7c86d9a1cbecfce24b584f2dc898ff8d196a83c4ad078a507c0afda077e412cf4e031d14f58a2531956b2e46d88f5e	363b4f3929b822795a3bd9395a0d4392beb73abc6055bc5ffba2039c4991cf39457496663adf84480a74c0809a67f1046b7da77543f74bf6f0bf8b4de20ea0f6	Benedikt ile yaptığı görüşme sonrasında geldi.	2	0	thirties	male	
c47e17a52b62ecb913ffca1cb96fdcebcd7c86d9a1cbecfce24b584f2dc898ff8d196a83c4ad078a507c0afda077e412cf4e031d14f58a2531956b2e46d88f5e	8e35aa2e507e10f74ac2cab9bc6452ee2528747e890f3c48ee51c1a5e95648aa3a851b884563d53c639833c272db09044282dafe2e6b0b8d5a8588471b2594af	Fakat Yugoslavya bir gün parçalanıvermiş.	2	0	thirties	male	
d6689788e6304a6f5da816cb7f99282e9f07171fec1cec9a5ad45cd3b8ef11c918a039a33e357a8b5f51465b4c92772937ee894b05e7e072edefdcbe1346dd4a	5da19ed865bfe66ffd17201d3194c3f25dc8db2d55405d98a8165d156b92f9e96fc898278168cc521665a553ae99d1447e0dfdea55258f49b36960fc66e9bcc9	On milletvekili çekimser kaldı.	2	0	twenties	male	
d6689788e6304a6f5da816cb7f99282e9f07171fec1cec9a5ad45cd3b8ef11c918a039a33e357a8b5f51465b4c92772937ee894b05e7e072edefdcbe1346dd4a	88c0c1fa6eb8d28ecd09793b24d060dd792559998eb4020cb73b9639fa719c6110646431c8248a23302ff2972858f16d607fb3f55c0510fba7f0bcbcc6a31a20	Bundan cumhurbaşkanı bile etkilendi.	2	0	twenties	male	
ddbc0c80225238bd54003e66e91649868237031425d5cb0006218f61178686d74dea20efd93a9e5d57e4443fad6bf70a5d97582edfb6aec0c031acee5ffbf834	da156a2e3c52d1a6c628ef168357ed656dc8dffcb9ac50d1524b83d87227b0655a02f19099dc2f1069e9950dfb699feb2666290914d5592d635f9e5e6dd7c31d	Sergiye on dört ülkeden yüz kırk beş sanatçı katıldı.	2	0			
ddbc0c80225238bd54003e66e91649868237031425d5cb0006218f61178686d74dea20efd93a9e5d57e4443fad6bf70a5d97582edfb6aec0c031acee5ffbf834	02300d679c2ece2073be7df52d71c4b7fede639ae3edbc9b2d15518f9ce06a4e37838319b5c58384e6c59c7122f35bb5d802873dc74ff3629ec04fbc4355f660	Romanya erkekler dalında ikinci oldu.	2	1			
